Station Pair ID,From Name,From Address,To Name,To Address,Distance in Miles
1588,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",35.28
1589,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",40.34
1590,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","West Oakland Station","1451 7th Street, Oakland, CA 94607",21.25
1591,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",9.43
1592,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",21.22
1593,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",10.47
1594,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",22.36
1595,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",13.37
1596,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",24.97
1597,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",3.14
1598,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",6.47
1599,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",19.93
1600,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",3.14
1601,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Colma Station","365 D Street, Colma, CA 94014",27.95
1602,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Concord Station","1451 Oakland Avenue, Concord, CA 94520",28.45
1603,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",27.01
1604,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",14.56
1605,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",16.42
1606,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",20.04
1607,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",18.72
1608,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Embarcadero Station","298 Market Street, San Francisco, CA 94111",19.19
1609,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Fremont Station","2000 BART Way, Fremont, CA 94536",20.42
1610,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",6.82
1611,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",24.1
1612,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Hayward Station","699 'B' Street, Hayward, CA 94541",7.94
1613,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",19.37
1614,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",8.96
1615,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","MacArthur Station","555 40th Street, Oakland, CA 94609",11.72
1616,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",27.81
1617,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",19.67
1618,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",17.02
1619,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",30.91
1620,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Orinda Station","11 Camino Pablo, Orinda, CA 94563",15.66
1621,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",35.39
1622,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",24.24
1623,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Powell St. Station","899 Market Street, San Francisco, CA 94102",19.66
1624,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",21.59
1625,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Rockridge Station","5660 College Avenue, Oakland, CA 94618",13.23
1626,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",31.61
1627,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",32.22
1628,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",11.28
1629,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",33.71
1630,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Union City Station","10 Union Square, Union City, CA 94587",14.66
1631,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",22.57
1632,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",15.23
1633,"San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577","West Oakland Station","1451 7th Street, Oakland, CA 94607",11.49
1634,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",17.93
1635,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",29.72
1636,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",18.97
1637,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",30.86
1638,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",21.87
1639,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",34.25
1640,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",7.28
1641,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",4.82
1642,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",28.43
1643,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",12.51
1644,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Colma Station","365 D Street, Colma, CA 94014",31.36
1645,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Concord Station","1451 Oakland Avenue, Concord, CA 94520",36.29
1646,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",32.51
1647,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",23.06
1648,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",14.78
1649,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",28.54
1650,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",27.22
1651,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Embarcadero Station","298 Market Street, San Francisco, CA 94111",27.69
1652,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Fremont Station","2000 BART Way, Fremont, CA 94536",8.67
1653,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",15.32
1654,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",34.03
1655,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Hayward Station","699 'B' Street, Hayward, CA 94541",3.37
1656,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",26.09
1657,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",17.46
1658,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","MacArthur Station","555 40th Street, Oakland, CA 94609",20.22
1659,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",22.48
1660,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",28.17
1661,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",25.52
1662,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",38.76
1663,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Orinda Station","11 Camino Pablo, Orinda, CA 94563",22.39
1664,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",43.24
1665,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",32.09
1666,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Powell St. Station","899 Market Street, San Francisco, CA 94102",28.16
1667,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",30.09
1668,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Rockridge Station","5660 College Avenue, Oakland, CA 94618",19.89
1669,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",26.28
1670,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",26.88
1671,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",10.63
1672,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",28.38
1673,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Union City Station","10 Union Square, Union City, CA 94587",4.54
1674,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",30.41
1675,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",13.59
1676,"South Hayward Station","28601 Dixon Street, Hayward, CA 94544","West Oakland Station","1451 7th Street, Oakland, CA 94607",19.99
1677,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",20.88
1678,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",8.48
1679,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",20.35
1680,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",7.59
1681,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",20.77
1682,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",4.7
1683,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",30.36
1684,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",29.46
1685,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",10.78
1686,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",26.41
1687,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","Colma Station","365 D Street, Colma, CA 94014",1.91
1688,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","Concord Station","1451 Oakland Avenue, Concord, CA 94520",39.15
1689,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",3.58
1690,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",22.46
1691,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",43.19
1692,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",24.99
1693,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",23.68
1694,"South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080","Embarcadero Station","298 Market Street, San Francisco, CA 94111",12.32
